n_splits,max_depth,min_samples_leaf,min_samples_split,n_estimators,random_state,mean_test_score
10,3,1,4,50,123,0.8605717324427324
10,3,1,4,100,7,0.8632052044897736
10,3,1,4,100,21,0.8687406253438048
10,3,1,4,100,42,0.8542011501880273
10,3,1,4,100,123,0.8659907380095164
10,3,1,4,150,7,0.8641281003706794
10,3,1,4,150,21,0.866810971923835
10,3,1,4,150,42,0.8541221552055751
10,3,1,4,150,123,0.8647871866006899
10,3,1,6,50,7,0.8617936280668157
10,3,1,6,50,21,0.8643602206873027
10,3,1,6,50,42,0.8466973836897311
10,3,1,6,50,123,0.8584086640193433
10,3,1,6,100,7,0.8618882920181552
10,3,1,6,100,21,0.8665674940756254
10,3,1,6,100,42,0.8518697115019778
10,3,1,6,100,123,0.8635131037733309
10,3,1,6,150,7,0.8626099270257708
10,3,1,6,150,21,0.8647891576575274
10,3,1,6,150,42,0.8521746286023364
10,3,1,6,150,123,0.862451035521369
10,3,2,2,50,7,0.8624072948297762
10,3,2,2,50,21,0.8661194433691151
10,3,2,2,50,42,0.8486230807790932
10,3,2,2,50,123,0.8603813498554187
10,3,2,2,100,7,0.863189766859298
10,3,2,2,100,21,0.868633537156333
10,3,2,2,100,42,0.854399243565932
10,3,2,2,100,123,0.8650707688954075
10,3,2,2,150,7,0.8641973469321622
10,3,2,2,150,21,0.8667890884826445
10,3,2,2,150,42,0.8541248260142609
10,3,2,2,150,123,0.8643051331175731
10,3,2,4,50,7,0.8624072948297762
10,3,2,4,50,21,0.8661194433691151
10,3,2,4,50,42,0.8486230807790932
10,3,2,4,50,123,0.8603813498554187
10,3,2,4,100,7,0.863189766859298
10,3,2,4,100,21,0.868633537156333
10,3,2,4,100,42,0.854399243565932
10,3,2,4,100,123,0.8650707688954075
10,3,2,4,150,7,0.8641973469321622
10,3,2,4,150,21,0.8667890884826445
10,3,2,4,150,42,0.8541248260142609
10,3,2,4,150,123,0.8643051331175731
10,3,2,6,50,7,0.8614498241969117
10,3,2,6,50,21,0.8656844261497515
10,3,2,6,50,42,0.8464339840904053
10,3,2,6,50,123,0.8585305728764714
10,3,2,6,100,7,0.8622383831674372
10,3,2,6,100,21,0.8670704587495063
10,3,2,6,100,42,0.852310716390457
10,3,2,6,100,123,0.86310647734309
10,3,2,6,150,7,0.8631501312909864
10,3,2,6,150,21,0.865214795995314
10,3,2,6,150,42,0.852393676129303
10,3,2,6,150,123,0.8621439992414561
10,3,3,2,50,7,0.8619623148116246
10,3,3,2,50,21,0.8649521723252004
10,3,3,2,50,42,0.8477395672371919
10,3,3,2,50,123,0.856802537740531
10,3,3,2,100,7,0.8620379333699679
10,3,3,2,100,21,0.8652460959799877
10,3,3,2,100,42,0.8521243287022292
10,3,3,2,100,123,0.8617862497696933
10,3,3,2,150,7,0.8624448038923784
10,3,3,2,150,21,0.8629290052372504
10,3,3,2,150,42,0.8519086266202477
10,3,3,2,150,123,0.8604492698002352
10,3,3,4,50,7,0.8619623148116246
10,3,3,4,50,21,0.8649521723252004
10,3,3,4,50,42,0.8477395672371919
10,3,3,4,50,123,0.856802537740531
10,3,3,4,100,7,0.8620379333699679
10,3,3,4,100,21,0.8652460959799877
10,3,3,4,100,42,0.8521243287022292
10,3,3,4,100,123,0.8617862497696933
10,3,3,4,150,7,0.8624448038923784
10,3,3,4,150,21,0.8629290052372504
10,3,3,4,150,42,0.8519086266202477
10,3,3,4,150,123,0.8604492698002352
10,3,3,6,50,7,0.8619623148116246
10,3,3,6,50,21,0.8649521723252004
10,3,3,6,50,42,0.8477395672371919
10,3,3,6,50,123,0.856802537740531
10,3,3,6,100,7,0.8620379333699679
10,3,3,6,100,21,0.8652460959799877
10,3,3,6,100,42,0.8521243287022292
10,3,3,6,100,123,0.8617862497696933
10,3,3,6,150,7,0.8624448038923784
10,3,3,6,150,21,0.8629290052372504
10,3,3,6,150,42,0.8519086266202477
10,3,3,6,150,123,0.8604492698002352
10,5,1,2,50,7,0.9050105069600576
10,5,1,2,50,21,0.9139519842927329
10,5,1,2,50,42,0.8995590500696483
10,5,1,2,50,123,0.9069500600313078
10,5,1,2,100,7,0.9087827408200668
10,5,1,2,100,21,0.913830803899893
10,5,1,2,100,42,0.9054559990238333
10,5,1,2,100,123,0.9134005024184464
10,5,1,2,150,7,0.9101058354416285
10,5,1,2,150,21,0.9126335496807858
10,5,1,2,150,42,0.9060537347038897
10,5,1,2,150,123,0.9119118077132752
10,5,1,4,50,7,0.904266458646647
10,5,1,4,50,21,0.9105477756334797
10,5,1,4,50,42,0.8985793279412124
10,5,1,4,50,123,0.9045645495974746
10,5,1,4,100,7,0.9070011988889458
10,5,1,4,100,21,0.9104283697808743
10,5,1,4,100,42,0.9048770142023027
10,5,1,4,100,123,0.9106453843183816
10,5,1,4,150,7,0.9078754705044302
10,5,1,4,150,21,0.9096107378141414
10,5,1,4,150,42,0.9052132547743043
10,5,1,4,150,123,0.9093599689872015
10,5,1,6,50,7,0.8995574710286425
10,5,1,6,50,21,0.9070399244466305
10,5,1,6,50,42,0.894324015642613
10,5,1,6,50,123,0.9012544341905633
10,5,1,6,100,7,0.9035238231046959
10,5,1,6,100,21,0.9079360719312483
10,5,1,6,100,42,0.8989833048265699
10,5,1,6,100,123,0.9061154696247067
10,5,1,6,150,7,0.9048082226119856
10,5,1,6,150,21,0.9064513995367692
10,5,1,6,150,42,0.899597235501864
10,5,1,6,150,123,0.9047630092034126
10,5,2,2,50,7,0.9019738578842196
10,5,2,2,50,21,0.9099204536516977
10,5,2,2,50,42,0.8972566461528093
10,5,2,2,50,123,0.9030121357446044
10,5,2,2,100,7,0.9055808124050915
10,5,2,2,100,21,0.9099769781814666
10,5,2,2,100,42,0.903417268403824
10,5,2,2,100,123,0.9084211267199901
10,5,2,2,150,7,0.9063934563217175
10,5,2,2,150,21,0.9088007573691932
10,5,2,2,150,42,0.9037307412606668
10,5,2,2,150,123,0.9068265381887523
10,5,2,4,50,7,0.9019738578842196
10,5,2,4,50,21,0.9099204536516977
10,5,2,4,50,42,0.8972566461528093
10,5,2,4,50,123,0.9030121357446044
10,5,2,4,100,7,0.9055808124050915
10,5,2,4,100,21,0.9099769781814666
10,5,2,4,100,42,0.903417268403824
10,5,2,4,100,123,0.9084211267199901
10,5,2,4,150,7,0.9063934563217175
10,5,2,4,150,21,0.9088007573691932
10,5,2,4,150,42,0.9037307412606668
10,5,2,4,150,123,0.9068265381887523
10,5,2,6,50,7,0.8980113468025739
10,5,2,6,50,21,0.906288042286719
10,5,2,6,50,42,0.892855902268273
10,5,2,6,50,123,0.9010827718114124
10,5,2,6,100,7,0.9019974042492022
10,5,2,6,100,21,0.9069982943264057
10,5,2,6,100,42,0.8980356828054596
10,5,2,6,100,123,0.9050215173980357
10,5,2,6,150,7,0.9029680725992598
10,5,2,6,150,21,0.9057344080443949
10,5,2,6,150,42,0.8984257286640359
10,5,2,6,150,123,0.9031870149929585
10,5,3,2,50,7,0.8959028728310854
10,5,3,2,50,21,0.9036421776338786
10,5,3,2,50,42,0.8912619363637312
10,5,3,2,50,123,0.8975336509126814
10,5,3,2,100,7,0.8993924455515792
10,5,3,2,100,21,0.9044926602409011
10,5,3,2,100,42,0.8958734636932496
10,5,3,2,100,123,0.9018820114658889
10,5,3,2,150,7,0.899392824776435
10,5,3,2,150,21,0.9024267258016583
10,5,3,2,150,42,0.8959308110878215
10,5,3,2,150,123,0.8998681939896288
10,5,3,4,50,7,0.8959028728310854
10,5,3,4,50,21,0.9036421776338786
10,5,3,4,50,42,0.8912619363637312
10,5,3,4,50,123,0.8975336509126814
10,5,3,4,100,7,0.8993924455515792
10,5,3,4,100,21,0.9044926602409011
10,5,3,4,100,42,0.8958734636932496
10,5,3,4,100,123,0.9018820114658889
10,5,3,4,150,7,0.899392824776435
10,5,3,4,150,21,0.9024267258016583
10,5,3,4,150,42,0.8959308110878215
10,5,3,4,150,123,0.8998681939896288
10,5,3,6,50,7,0.8959028728310854
10,5,3,6,50,21,0.9036421776338786
10,5,3,6,50,42,0.8912619363637312
10,5,3,6,50,123,0.8975336509126814
10,5,3,6,100,7,0.8993924455515792
10,5,3,6,100,21,0.9044926602409011
10,5,3,6,100,42,0.8958734636932496
10,5,3,6,100,123,0.9018820114658889
10,5,3,6,150,7,0.899392824776435
10,5,3,6,150,21,0.9024267258016583
10,5,3,6,150,42,0.8959308110878215
10,5,3,6,150,123,0.8998681939896288
10,7,1,2,50,7,0.9146597032079853
10,7,1,2,50,21,0.9212287288905134
10,7,1,2,50,42,0.9106848784635151
10,7,1,2,50,123,0.9141723076544782
10,7,1,2,100,7,0.9188118141283137
10,7,1,2,100,21,0.9214603708816134
10,7,1,2,100,42,0.9153758778371621
10,7,1,2,100,123,0.9212901226569491
10,7,1,2,150,7,0.9182166009223668
10,7,1,2,150,21,0.9210551801396898
10,7,1,2,150,42,0.9158360941571025
10,7,1,2,150,123,0.9192573366860891
10,7,1,4,50,7,0.9085528842468928
10,7,1,4,50,21,0.9176761400600721
10,7,1,4,50,42,0.9053059913004416
10,7,1,4,50,123,0.9118204585653837
10,7,1,4,100,7,0.9151630871228473
10,7,1,4,100,21,0.9178650602110858
10,7,1,4,100,42,0.9117488034877452
10,7,1,4,100,123,0.919034490426287
10,7,1,4,150,7,0.9158652893165236
10,7,1,4,150,21,0.9171230136783622
10,7,1,4,150,42,0.9121125291962955
10,7,1,4,150,123,0.9173120461190951
10,7,1,6,50,7,0.9072069719628241
10,7,1,6,50,21,0.9116838086287219
10,7,1,6,50,42,0.8998906709585306
10,7,1,6,50,123,0.9058615686703615
10,7,1,6,100,7,0.9102173356117248
10,7,1,6,100,21,0.9128064665287221
10,7,1,6,100,42,0.9050486439248301
10,7,1,6,100,123,0.9120404806111001
10,7,1,6,150,7,0.9101544958236364
10,7,1,6,150,21,0.9120069914518373
10,7,1,6,150,42,0.9065529878048215
10,7,1,6,150,123,0.9105302727154175
10,7,2,2,50,7,0.9076490216998938
10,7,2,2,50,21,0.9167501418625967
10,7,2,2,50,42,0.9074889569081442
10,7,2,2,50,123,0.9095403321616453
10,7,2,2,100,7,0.9123589079039129
10,7,2,2,100,21,0.9164379805251099
10,7,2,2,100,42,0.9124187421549681
10,7,2,2,100,123,0.9157376812677386
10,7,2,2,150,7,0.913784098445808
10,7,2,2,150,21,0.9161933780154744
10,7,2,2,150,42,0.911765367120951
10,7,2,2,150,123,0.9139804962103856
10,7,2,4,50,7,0.9076490216998938
10,7,2,4,50,21,0.9167501418625967
10,7,2,4,50,42,0.9074889569081442
10,7,2,4,50,123,0.9095403321616453
10,7,2,4,100,7,0.9123589079039129
10,7,2,4,100,21,0.9164379805251099
10,7,2,4,100,42,0.9124187421549681
10,7,2,4,100,123,0.9157376812677386
10,7,2,4,150,7,0.913784098445808
10,7,2,4,150,21,0.9161933780154744
10,7,2,4,150,42,0.911765367120951
10,7,2,4,150,123,0.9139804962103856
10,7,2,6,50,7,0.9043382139400657
10,7,2,6,50,21,0.9109009326711757
10,7,2,6,50,42,0.8983967148456189
10,7,2,6,50,123,0.9050472672075578
10,7,2,6,100,7,0.9078947362377336
10,7,2,6,100,21,0.9125643322346493
10,7,2,6,100,42,0.9044598446727387
10,7,2,6,100,123,0.9108909793096762
10,7,2,6,150,7,0.9086160557977522
10,7,2,6,150,21,0.9118123858066227
10,7,2,6,150,42,0.9049914131585005
10,7,2,6,150,123,0.9091164084691222
10,7,3,2,50,7,0.9019012342904389
10,7,3,2,50,21,0.9077268938470796
10,7,3,2,50,42,0.8984800946664526
10,7,3,2,50,123,0.9032997978647819
10,7,3,2,100,7,0.9050816660238065
10,7,3,2,100,21,0.908709762671467
10,7,3,2,100,42,0.9023800569177123
10,7,3,2,100,123,0.9078991211829722
10,7,3,2,150,7,0.9047259564053693
10,7,3,2,150,21,0.9075962597652476
10,7,3,2,150,42,0.9025982233557768
10,7,3,2,150,123,0.90609640258442
10,7,3,4,50,7,0.9019012342904389
10,7,3,4,50,21,0.9077268938470796
10,7,3,4,50,42,0.8984800946664526
10,7,3,4,50,123,0.9032997978647819
10,7,3,4,100,7,0.9050816660238065
10,7,3,4,100,21,0.908709762671467
10,7,3,4,100,42,0.9023800569177123
10,7,3,4,100,123,0.9078991211829722
10,7,3,4,150,7,0.9047259564053693
10,7,3,4,150,21,0.9075962597652476
10,7,3,4,150,42,0.9025982233557768
10,7,3,4,150,123,0.90609640258442
10,7,3,6,50,7,0.9019012342904389
10,7,3,6,50,21,0.9077268938470796
10,7,3,6,50,42,0.8984800946664526
10,7,3,6,50,123,0.9032997978647819
10,7,3,6,100,7,0.9050816660238065
10,7,3,6,100,21,0.908709762671467
10,7,3,6,100,42,0.9023800569177123
10,7,3,6,100,123,0.9078991211829722
10,7,3,6,150,7,0.9047259564053693
10,7,3,6,150,21,0.9075962597652476
10,7,3,6,150,42,0.9025982233557768
10,7,3,6,150,123,0.90609640258442
